date,open,high,low,close,ID,ticker
8/30/17,53.95,54.12,53.43,53.75,3923453,GIS
8/30/17,28.55,28.7,28.415,28.64,4876736,GLW
8/30/17,35.54,35.84,35.41,35.82,7263792,GM
8/30/17,935.67,945.86,934.05,943.63,1120342,GOOGL
8/30/17,920.05,930.819,919.65,929.57,1301225,GOOG
8/30/17,81.87,83.045,81.63,82.9,621717,GPC
8/30/17,93.94,94.6,93.56,94.52,565803,GPN
8/30/17,23.51,23.62,23.39,23.48,2400804,GPS
8/30/17,51.39,51.85,51.28,51.73,743241,GRMN
8/30/17,220.25,224.22,220.09,222.42,2411427,GS
8/30/17,30.23,30.24,29.87,29.98,2740920,GT
8/30/17,157.1,160.15,155.6,159.64,719402,GWW
8/30/17,38.61,39.041,38.38,38.67,4481885,HAL
8/30/17,94.96,95.65,94.52,95.28,1117012,HAS
8/30/17,12.56,12.71,12.54,12.67,4608222,HBAN
8/30/17,24.29,24.33,24.03,24.13,3068861,HBI
8/30/17,77.47,77.7,76.85,77.39,1429189,HCA
8/30/17,71.81,72.71,71.8,72.51,2275484,HCN
8/30/17,29.46,29.59,29.28,29.54,2782085,HCP
8/30/17,150,150.25,149.28,150,3640966,HD
8/30/17,37.82,38.53,37.25,38.43,3510993,HES
8/30/17,54.12,54.66,53.64,54.35,1915000,HIG
8/30/17,209.3,210.6725,208.53,210.55,173208,HII
8/30/17,62.93,64.8,62.81,64.32,2070475,HLT
8/30/17,47.06,47.33,46.88,47.19,1151010,HOG
8/30/17,37.76,38.07,37.54,37.92,1971643,HOLX
8/30/17,137.63,138.13,137.08,138.04,1784080,HON
8/30/17,17.88,17.99,17.775,17.98,6278045,HPE
8/30/17,19.2,19.25,19.06,19.17,7960241,HPQ
8/30/17,43.11,43.16,42.28,42.65,1898595,HP
8/30/17,27,27.74,26.56,26.81,8428397,HRB
8/30/17,30.9,31.105,30.83,30.86,2425549,HRL
8/30/17,121.56,122.39,121.16,122.34,938593,HRS
8/30/17,84.02,84.85,83.6,84.81,1402728,HSIC
8/30/17,17.66,18.05,17.6,18.02,5945175,HST
8/30/17,104.86,105.53,104.05,104.4,873725,HSY
8/30/17,255.65,255.65,253.26,254.24,617384,HUM
8/30/17,143.26,143.28,142.41,142.56,2735966,IBM
8/30/17,64.79,65.2,64.64,64.83,1473621,ICE
8/30/17,150.1,154.23,150.1,152.71,552972,IDXX
8/30/17,135.67,137.37,135.67,136.22,256626,IFF
8/30/17,196.36,200,194.87,199.74,798799,ILMN
8/30/17,125.87,138.32,125.59,138.27,2758913,INCY
8/30/17,46.52,46.62,46.34,46.52,1691997,INFO
8/30/17,34.75,34.96,34.63,34.89,18565007,INTC
8/30/17,137.79,140.14,137.76,139.97,1859200,INTU
8/30/17,19.82,19.95,19.73,19.8,5404063,IPG
8/30/17,53.29,53.92,53.01,53.86,1149174,IP
8/30/17,95.87,97.07,95.44,95.79,1909190,IQV
8/30/17,39.11,39.58,38.97,39.51,1358005,IRM
8/30/17,84.04,85.82,83.79,85.53,1521383,IR
8/30/17,327.3697,332.163,326.9997,332.013,636747,ISRG
8/30/17,136.75,137.22,136.3,136.94,1016927,ITW
8/30/17,118.11,120.63,118.11,120.29,487555,IT
8/30/17,32.23,32.54,32.1,32.44,2307370,IVZ
8/30/17,99.96,100.77,99.647,99.78,1297447,JBHT
8/30/17,38.93,39.22,38.68,39.14,3427063,JCI
8/30/17,53.1,53.96,52.54,53.75,593933,JEC
8/30/17,132,132,130.9,131.07,5430781,JNJ
8/30/17,27.42,27.65,27.2623,27.64,2508867,JNPR
8/30/17,91.25,91.875,91.19,91.31,9165342,JPM
8/30/17,44.53,45.09,44.23,44.29,1459868,JWN
8/30/17,17.3,17.41,17.22,17.28,6742602,KEY
8/30/17,81.5,82.19,81.23,81.93,3426840,KHC
8/30/17,19.25,19.455,19,19.44,2770785,KIM
8/30/17,92.17,93.6001,92.16,93.53,538179,KLAC
8/30/17,122.05,122.41,121.34,122.3,1089838,KMB
8/30/17,19.01,19.21,18.915,19.07,9498280,KMI
8/30/17,63.67,66.07,63.67,65.99,1741235,KMX
8/30/17,42.31,42.38,41.89,42.07,2239443,KORS
8/30/17,45.36,45.54,45.29,45.39,7134910,KO
8/30/17,21.85,22.2,21.57,22.2,10805424,KR
8/30/17,39.14,39.72,38.86,39.71,3721709,KSS
8/30/17,102.8,103.09,102.06,102.74,2092686,KSU
8/30/17,66,66.18,65.49,66.05,2120328,K
8/30/17,36.58,36.96,36.01,36.06,3697427,LB
8/30/17,45.28,46.155,45.171,46.08,1400678,LEG
8/30/17,49.5784,50.0588,49.4608,49.7157,932836,LEN
8/30/17,152.67,154.52,152.28,153.84,598109,LH
8/30/17,33.92,34.3,33.86,34.29,737718,LKQ
8/30/17,181.85,182.11,181.06,181.61,343866,LLL
8/30/17,79.1,80.77,78.75,80.49,5036911,LLY
8/30/17,306.42,307.22,305.5,306.3,1273020,LMT
8/30/17,67.31,68.13,67.31,67.78,1012008,LNC
8/30/17,43,43.06,42.695,42.77,1459226,LNT
8/30/17,73.5,74.27,73.41,73.91,6621544,LOW
8/30/17,162.43,165,161.77,164.99,1571260,LRCX
8/30/17,23.71,23.87,23.69,23.75,820503,LUK
8/30/17,51.35,51.62,50.97,51.52,4232678,LUV
8/30/17,89.42,90.95,89.37,90.33,2194192,LYB
8/30/17,46.61,46.815,46.59,46.62,447656,L
8/30/17,105.65,106.62,105.11,106.62,327809,MAA
8/30/17,52.65,53.22,52.12,53.17,911539,MAC
8/30/17,100.76,103.75,100.56,103.64,1954360,MAR
8/30/17,36.37,36.56,36.27,36.37,2264839,MAS
8/30/17,16.1,16.19,15.92,16.12,3123292,MAT
8/30/17,133.93,134.24,133.48,133.8,3225061,MA
8/30/17,158.4,159.64,158.32,159.53,2236471,MCD
8/30/17,84,85.75,83.99,85.68,2855081,MCHP
8/30/17,146.77,147.19,145.72,146.7,1002311,MCK
8/30/17,132.97,134.4548,132.41,134.44,467491,MCO
8/30/17,41.76,42.305,40.39,41.63,27452227,MDLZ
8/30/17,79.7,79.9167,79.34,79.86,3725782,MDT
8/30/17,46.84,47.21,46.63,47.06,4954847,MET
8/30/17,32.05,32.14,31.53,32.12,5344892,MGM
8/30/17,248.81,251.04,248.09,250.85,316751,MHK
8/30/17,95.19,95.88,94.92,95.58,573008,MKC
8/30/17,202.88,215,202.35,213.8,1200309,MLM
8/30/17,76.92,77.68,76.92,77.41,1269003,MMC
8/30/17,202.92,203.69,202,203.69,1196205,MMM
8/30/17,55.33,56.13,55.27,55.95,1542507,MNST
8/30/17,116.59,117.25,116.46,116.88,1233727,MON
8/30/17,19.9,19.9,19.67,19.82,2004824,MOS
8/30/17,63.92,64.2,63.685,64.05,4378515,MO
8/30/17,51.53,52.54,51.37,52.33,4249938,MPC
8/30/17,63.14,63.17,62.9,63.12,5022455,MRK
8/30/17,10.81,10.93,10.64,10.9,8904797,MRO
8/30/17,73.01,74.2099,72.8293,74.01,16897801,MSFT
8/30/17,86.98,87.7299,86.52,87.66,572475,MSI
8/30/17,45.44,45.955,45.43,45.66,5672867,MS
8/30/17,149.75,150.3,149.03,149.29,658285,MTB
8/30/17,590.99,598.49,589.78,598.4,107075,MTD
8/30/17,31.65,31.68,31.38,31.61,17467885,MU
8/30/17,30.4,30.73,29.53,30.59,7085883,MYL
8/30/17,20.94,21.05,20.75,20.83,4482950,M
8/30/17,13.38,13.455,13.25,13.28,2187136,NAVI
8/30/17,23.41,23.81,23.14,23.72,4219176,NBL
8/30/17,57.53,58.8,57.25,58.22,1430195,NCLH
8/30/17,75.15,75.53,75.05,75.08,585812,NDAQ
8/30/17,150.42,150.84,150.17,150.62,1061563,NEE
8/30/17,37.98,38.105,37.8,38.06,3991519,NEM
8/30/17,169.5,174.85,169.37,174.69,8034743,NFLX
8/30/17,25.24,25.92,25.03,25.51,2264572,NFX
8/30/17,26.92,27,26.87,26.91,810254,NI
8/30/17,52.8,52.96,52.25,52.56,7434491,NKE
8/30/17,39.09,39.14,38.43,38.89,3337976,NLSN
8/30/17,270.81,271.21,269.8,271.01,304543,NOC
8/30/17,30.28,30.47,29.93,30.45,2068258,NOV
8/30/17,24.94,24.97,24.63,24.85,2929910,NRG
8/30/17,119.38,121.3,119.16,120.79,1195754,NSC
8/30/17,37.98,38.26,37.84,38.22,1629484,NTAP
8/30/17,88.35,88.7,88.1,88.31,709162,NTRS
8/30/17,54.93,55.96,54.63,55.68,1504109,NUE
8/30/17,165.5,166.13,164.27,165.68,9610039,NVDA
8/30/17,47.45,47.795,47.27,47.5,4971443,NWL
8/30/17,13.36,13.36,13.16,13.3,1641848,NWSA
8/30/17,13.65,13.75,13.5,13.6,618906,NWS
8/30/17,52.88,54.25,52.8,54.01,3410206,OKE
8/30/17,72.81,72.869,72,72.31,1613196,OMC
8/30/17,49.5,49.95,49.36,49.8,6957444,ORCL
8/30/17,197.07,199.54,196.22,198.09,1033261,ORLY
8/30/17,58.86,59.23,58.69,59.17,2855922,OXY
8/30/17,56.89,57.015,56.57,56.92,1221776,O
8/30/17,56.59,56.85,56.12,56.62,1298246,PAYX
8/30/17,16.67,16.795,16.62,16.75,1586669,PBCT
8/30/17,65.11,66.115,64.76,66.08,1402990,PCAR
8/30/17,70.19,70.33,70.04,70.11,1223131,PCG
8/30/17,1809.1,1818.8,1808.15,1813,333409,PCLN
8/30/17,37.88,38.38,37.82,38.29,1546363,PDCO
8/30/17,47.1,47.1,46.79,46.83,1330294,PEG
8/30/17,115.13,115.42,114.91,115.15,2491784,PEP
8/30/17,33.48,33.48,33.25,33.45,11759928,PFE
8/30/17,62.33,62.72,62.31,62.56,772338,PFG
8/30/17,47.6,47.775,46.4,46.57,5079286,PGR
8/30/17,92.08,92.08,91.66,91.87,4709627,PG
8/30/17,25.31,25.575,25.28,25.51,3057063,PHM
8/30/17,159.11,160.8,158.99,160.46,821264,PH
8/30/17,108.54,111.17,108.54,111.14,709293,PKG
8/30/17,65.87,66.38,65.82,66.19,439600,PKI
8/30/17,62.1,62.49,61.84,62.46,1822173,PLD
8/30/17,116,117,115.56,116.43,2903638,PM
8/30/17,126.55,126.869,125.55,125.79,2300505,PNC
8/30/17,60.94,61.23,60.66,60.99,583807,PNR
8/30/17,90.23,90.62,89.94,89.99,500659,PNW
8/30/17,103.62,104.3,103.46,103.81,1301360,PPG
8/30/17,39.27,39.42,39.11,39.18,1825193,PPL
8/30/17,77.31,77.7,76.1,77.52,1494459,PRGO
8/30/17,101.82,102.49,101.28,102.14,1744093,PRU
8/30/17,205.1,205.94,202.7,205.94,519693,PSA
8/30/17,83.5,83.74,82.95,83.6,1853829,PSX
8/30/17,126.53,127.92,125.96,126.04,735729,PVH
8/30/17,35.14,35.76,34.7136,35.38,1953580,PWR
8/30/17,127.63,130.17,126.5,128.8,1366280,PXD
8/30/17,130.88,131.02,129.94,130.64,1885801,PX
8/30/17,61.05,61.86,60.89,61.77,5695990,PYPL
8/30/17,51.75,52.286,51.56,52.12,4876156,QCOM
8/30/17,70.76,73.17,70.62,73.12,831993,QRVO
8/30/17,120.24,121.73,119.66,121.63,1254178,RCL
8/30/17,480.51,495.85,477.97,487.12,729405,REGN
8/30/17,63.25,63.66,62.66,63.63,1659914,REG
8/30/17,251.91,253.91,250.93,251.75,405476,RE
8/30/17,14.17,14.305,14.145,14.24,9641674,RF
8/30/17,44.41,44.55,44.1399,44.25,659877,RHI
8/30/17,105.5,106.45,104.94,106.16,2916623,RHT
8/30/17,77.65,78.59,77.415,78.2,383042,RJF
8/30/17,86.57,87.37,85.82,86.95,1121044,RL
8/30/17,74.95,75.76,74.95,75.58,439869,RMD
8/30/17,160.39,162.74,160.39,162.62,383121,ROK
8/30/17,229.62,231.72,229.212,231.63,349131,ROP
8/30/17,58.74,58.92,58.05,58.43,3179226,ROST
8/30/17,17.31,17.53,17,17.36,5036294,RRC
8/30/17,64.83,65.09,64.715,65.08,732066,RSG
8/30/17,183.21,183.21,181.17,182.15,1260101,RTN
8/30/17,151.11,153.16,150.75,153.04,2149061,SBAC
8/30/17,54.04,54.62,54.04,54.52,5596567,SBUX
8/30/17,59.97,60.09,59.48,59.75,712422,SCG
8/30/17,39.31,39.65,39.14,39.57,4627781,SCHW
8/30/17,43.82,44.41,43.78,44.31,1502309,SEE
8/30/17,333.13,339.3,332.61,338,743201,SHW
8/30/17,62.52,63.64,62.36,62.92,1360953,SIG
8/30/17,104.77,105.11,103.5,104.24,1772435,SJM
8/30/17,63.4,63.76,63.07,63.39,4629119,SLB
8/30/17,96.03,97.22,95.44,97.05,437223,SLG
8/30/17,145.68,146.16,144.46,146.15,512569,SNA
8/30/17,86,86.1,85.48,85.5,1044003,SNI
8/30/17,78.71,79.86,78.67,79.6,519793,SNPS
8/30/17,48.15,48.24,47.95,48.21,2461169,SO
8/30/17,150.58,153.99,150.54,153.54,1195383,SPGI
8/30/17,156.7,157.12,154.45,157.02,909058,SPG
8/30/17,72.29,72.54,71.842,72.26,489165,SRCL
8/30/17,118.49,118.67,117.52,117.75,645281,SRE
8/30/17,55.23,55.66,55.06,55.49,2015911,STI
8/30/17,92.13,92.61,92.07,92.4,1497324,STT
8/30/17,31.36,31.58,30.91,31.5,3807194,STX
8/30/17,198.4,200,198.21,199.54,1127301,STZ
8/30/17,101.8,104.08,101.24,103.94,1602888,SWKS
8/30/17,138.25,139.97,138.12,139.78,693613,SWK
8/30/17,30.1,30.76,30.05,30.66,5629844,SYF
8/30/17,139.2,139.755,138.56,139.33,790030,SYK
8/30/17,29.7,29.905,29.65,29.89,4665805,SYMC
8/30/17,52.31,53,52.16,52.71,3101260,SYY
8/30/17,89.43,89.98,89.43,89.63,711805,TAP
8/30/17,274.81,277.035,272.96,276.51,282322,TDG
8/30/17,78.63,78.9352,78.4,78.86,766642,TEL
8/30/17,54.57,54.84,54.15,54.32,3494538,TGT
8/30/17,88.04,88.46,87.46,87.65,1429383,TIF
8/30/17,71.41,72.28,71.22,72.05,3216456,TJX
8/30/17,76.79,77.21,76.79,76.94,236326,TMK
8/30/17,180.97,183.32,180.43,182.95,1445303,TMO
8/30/17,41.71,41.7699,41.19,41.2,2641939,TPR
8/30/17,41.79,42.99,41.09,42.57,1909579,TRIP
8/30/17,84.05,84.17,83.7285,83.82,921471,TROW
8/30/17,123.21,123.53,121.62,121.81,1349165,TRV
8/30/17,58.7,59.2,58.46,58.95,1339291,TSCO
8/30/17,61.97,62.56,61.97,62.49,1987886,TSN
8/30/17,67.72,68.31,67.47,68.2,597568,TSS
8/30/17,101.35,101.5,101.24,101.34,2149147,TWX
8/30/17,81.21,82.41,81.1,82.31,4522163,TXN
8/30/17,48.23,49.0472,48.16,48.97,896809,TXT
8/30/17,37.82,37.82,37.61,37.67,12433601,T
8/30/17,16.42,16.53,16.2,16.23,3042842,UAA
8/30/17,62.73,62.7591,61.935,62.02,4694651,UAL
8/30/17,15.35,15.45,15.15,15.18,3784429,UA
8/30/17,38.64,38.81,38.41,38.74,1474653,UDR
8/30/17,106.83,107.23,105.89,106.54,790300,UHS
8/30/17,211.38,213.88,210.59,213.57,1511175,ULTA
8/30/17,196.38,196.88,195.2,195.88,1506690,UNH
8/30/17,47.97,48.3,47.97,48.15,755951,UNM
8/30/17,105,105.58,104.79,104.94,2593256,UNP
8/30/17,114.88,115.642,114.87,114.97,1968539,UPS
8/30/17,115.1,119.8,113.13,119.19,3207177,URI
8/30/17,51.53,51.79,51.48,51.59,3370436,USB
8/30/17,118.95,119.86,118.3124,119.6,5214285,UTX
8/30/17,103.08,103.92,102.74,103.86,549909,VAR
8/30/17,62.91,63.03,62.38,62.54,1384901,VFC
8/30/17,29.25,29.48,28.98,29.13,3571927,VIAB
8/30/17,68.52,68.8699,68.08,68.41,3248108,VLO
8/30/17,116.6,122.11,116.6,121.86,2265021,VMC
8/30/17,73.53,74.5,73.17,74.26,1008888,VNO
8/30/17,79.62,80.35,79.2,80.16,957638,VRSK
8/30/17,101.54,102.62,101.27,102.52,469680,VRSN
8/30/17,152.52,158.09,152.52,156.29,1246885,VRTX
8/30/17,67.51,68.16,67.48,68.13,1005162,VTR
8/30/17,48.33,48.37,48,48.12,10758395,VZ
8/30/17,103.7,104,103.52,103.73,8712708,V
8/30/17,180.12,181.42,179.55,181.06,398234,WAT
8/30/17,81.56,82.24,81.27,81.78,3509321,WBA
8/30/17,88.75,90.71,87.44,90.3,3651310,WDC
8/30/17,65.16,65.29,65.009,65.11,1204412,WEC
8/30/17,51.46,51.74,51.2,51.36,11427543,WFC
8/30/17,168.05,169.74,167.3,168.91,553117,WHR
8/30/17,147.9,148.66,147.52,147.77,382418,WLTW
8/30/17,29.1,29.24,28.95,29.13,2932842,WMB
8/30/17,78.82,79.1,78.52,78.54,5829829,WMT
8/30/17,76.72,76.96,76.37,76.95,1847790,WM
8/30/17,55.09,56.25,54.945,56.14,998408,WRK
8/30/17,19.02,19.06,18.76,18.93,4001353,WU
8/30/17,135.31,136.3359,134.52,136.1,1012724,WYNN
8/30/17,96.75,98.36,96.75,98.32,831309,WYN
8/30/17,31.49,31.78,31.35,31.75,2417418,WY
8/30/17,97.97,99.225,97.47,98.43,924195,XEC
8/30/17,49.51,49.61,49.39,49.48,1988064,XEL
8/30/17,65.95,66.31,65.72,66.09,1691581,XLNX
8/30/17,41.78,41.93,41.24,41.3,1716047,XL
8/30/17,76.24,76.45,76.06,76.1,8217965,XOM
8/30/17,55.51,55.82,55.3604,55.67,1879751,XRAY
8/30/17,32.23,32.395,32.05,32.3,1079688,XRX
8/30/17,61.05,61.59,61,61.55,676033,XYL
8/30/17,76.05,76.5,75.83,76.02,1657721,YUM
8/30/17,112.81,113.07,111.99,113.01,1080046,ZBH
8/30/17,43.74,44.12,43.58,43.82,1536056,ZION
8/30/17,61.52,62.185,61.5,61.94,2101838,ZTS
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
