date,close,volume,open,high,low
9/4/09,102.06,142577900,100.85,102.09,100.55
9/8/09,102.94,132760800,103,103.05,102.39
9/9/09,103.73,154405300,103.12,104.08,102.8
9/10/09,104.79,162723300,103.8,104.86,103.22
9/11/09,104.77,152247000,104.99,105.3,104.28
9/14/09,105.28,149466700,103.88,105.46,103.15
9/15/09,105.72,196614900,105.45,106.11,104.76
9/16/09,107.32,205927200,106.1,107.34,105.7288
9/17/09,107.16,227264900,107.17,108.06,106.57
9/18/09,106.72,153708000,107.15,107.16,106.36
9/21/09,106.45,151762900,105.89,107,105.66
9/22/09,107.07,142636200,107.08,107.37,106.6
9/23/09,106.18,225745100,107.32,108.03,105.99
9/24/09,105.01,228477500,106.41,106.64,104.55
9/25/09,104.45,204009000,104.78,105.36,104.09
9/28/09,106.32,118149800,104.85,106.55,104.83
9/29/09,106,133480900,106.51,107.02,105.78
9/30/09,105.59,253976300,106.36,106.46,104.62
10/1/09,103,280556000,105.34,105.7331,102.95
10/2/09,102.49,224619100,102.02,103.1,101.99
10/5/09,104.02,149779400,102.9,104.32,102.6
10/6/09,105.51,202423200,104.77,106.11,104.71
10/7/09,105.8,158901900,105.27,105.91,105.07
10/8/09,106.61,183096400,106.55,107.17,105.8449
10/9/09,107.26,134960100,106.64,107.26,106.36
10/12/09,107.68,117859000,107.76,108.09,107.28
10/13/09,107.46,157297800,107.39,107.7132,106.76
10/14/09,109.31,191312300,108.72,109.42,107.4174
10/15/09,109.71,173759800,108.78,109.71,108.73
10/16/09,108.89,191968600,108.8,109.27,108.23
10/19/09,109.79,159301500,109.07,110.13,108.73
10/20/09,109.211,180806300,109.95,109.985,108.68
10/21/09,108.23,225245200,109.04,110.31,108.15
10/22/09,109.33,237166400,108.19,109.68,107.5
10/23/09,108.08,239912100,109.69,109.76,107.63
10/26/09,106.91,241602500,108.2,109.31,106.61
10/27/09,106.42,252480700,107.03,107.39,106.16
10/28/09,104.41,247467700,106.15,106.4783,104.35
10/29/09,106.65,197945100,105.19,106.86,104.94
10/30/09,103.56,325473400,106.3,106.62,103.44
11/2/09,104.32,254115800,104.13,105.41,103.08
11/3/09,104.65,227284800,103.74,104.8,103.54
11/4/09,104.92,247415400,105.51,106.33,104.65
11/5/09,106.8501,179750000,105.66,106.88,105.44
11/6/09,107.13,170894100,106.26,107.4,106.05
11/9/09,109.57,159144500,107.95,109.63,107.87
11/10/09,109.59,171621000,109.31,109.93,108.97
11/11/09,110.15,169196100,110.31,110.82,109.62
11/12/09,109.03,157033600,110,110.57,108.75
11/13/09,109.62,150929300,109.31,110.09,108.75
11/16/09,111.21,209541600,110.38,111.69,110.32
11/17/09,111.339,146868500,110.92,111.39,110.5
11/18/09,111.27,156287400,111.26,111.43,110.57
11/19/09,109.82,208636800,110.51,111.3059,109.13
11/20/09,109.43,134150100,109.25,109.76,109.01
11/23/09,110.82,147833400,110.72,111.74,110.6
11/24/09,110.99,138282200,111,111.2022,110.01
11/25/09,111.38,109466100,111.17,111.5,110.82
11/27/09,109.57,126001800,108.4,110.32,108.29
11/30/09,109.94,160641000,109.48,110.2,108.12
12/1/09,111.3,159513500,110.92,111.66,110.73
12/2/09,111.25,131400700,111.28,112.01,110.92
12/3/09,110.38,166891400,111.55,112.18,110.29
12/4/09,111.01,274866000,111.84,112.38,110.04
12/7/09,110.84,127748100,110.91,111.53,110.49
12/8/09,109.61,169682100,110.04,110.7725,109.27
12/9/09,110.021,154955200,109.58,110.18,109.02
12/10/09,110.64,137953200,110.7,111.12,110.45
12/11/09,111.11,124787000,111.11,111.36,110.61
12/14/09,111.87,106648400,111.87,112,105.476
12/15/09,111.35,120346500,111.46,111.92,111
12/16/09,111.52,154997000,111.8,112.13,111.27
12/17/09,110.18,183230200,110.72,110.93,110.08
12/18/09,110.21,172357900,110.2,110.3,109.28
12/21/09,111.33,117938000,110.76,111.7,110.76
12/22/09,111.73,91645530,111.57,111.97,111.425
12/23/09,111.95,111734000,112,112.11,111.5
12/24/09,112.48,39677470,112.19,112.6,111.9948
12/28/09,112.72,87373660,112.9,112.99,112.32
12/29/09,112.562,80503280,113.01,113.03,112.55
12/30/09,112.52,72944850,112.23,112.65,112.17
12/31/09,111.44,90091230,112.77,112.8,111.39
1/4/10,113.33,118851200,112.37,113.39,111.51
1/5/10,113.63,111492400,113.26,113.68,112.85
1/6/10,113.71,116001900,113.52,113.99,113.43
1/7/10,114.19,130497000,113.5,114.33,113.18
1/8/10,114.57,126268300,113.89,114.62,113.66
1/11/10,114.73,105811800,115.08,115.13,114.235
1/12/10,113.66,166485200,113.97,114.21,113.22
1/13/10,114.62,161722400,113.95,114.94,113.37
1/14/10,114.93,115606800,114.49,115.14,114.42
1/15/10,113.64,212091500,114.73,114.84,113.2
1/19/10,115.06,138628400,113.62,115.13,113.59
1/20/10,113.89,216265600,114.28,114.45,112.98
1/21/10,111.7,342731900,113.92,114.27,111.56
1/22/10,109.21,345327900,111.2,111.7416,109.09
1/25/10,109.77,186679800,110.21,110.41,109.41
1/26/10,109.31,210551500,109.34,110.47,109.04
1/27/10,109.83,271473300,109.17,110.08,108.33
1/28/10,108.57,315478800,110.19,110.25,107.91
1/29/10,107.39,310371900,109.04,109.8,107.22
2/1/10,109.06,187326700,108.15,109.07,107.5008
2/2/10,110.38,216191100,109.26,110.59,108.88
2/3/10,109.83,172501600,109.88,110.4815,109.51
2/4/10,106.44,355839900,108.98,109.03,106.42
2/5/10,106.66,493465700,106.56,106.88,104.58
2/8/10,105.89,223906900,106.74,107.33,105.8099
2/9/10,107.22,337683600,107.13,108.15,106.27
2/10/10,107.01,240309700,107.05,107.6,106.11
2/11/10,108.13,223328000,106.87,108.25,106.25
2/12/10,108.04,304188900,106.99,108.1012,106.51
2/16/10,109.74,159023700,108.86,109.85,107.821
2/17/10,110.26,168582500,110.27,110.41,109.74
2/18/10,110.91,192670600,110.08,111.14,110.035
2/19/10,111.14,215383900,110.62,111.57,110.36
2/22/10,111.16,132094900,111.55,111.58,110.83
2/23/10,109.81,205757700,110.86,111.2,109.52
2/24/10,110.82,175741500,110.14,111,109.86
2/25/10,110.67,258973200,109.24,110.75,108.94
2/26/10,110.74,173335700,110.77,111.12,110.11
3/1/10,111.89,147491700,111.2,112,111.17
3/2/10,112.2,160899700,112.37,112.74,112
3/3/10,112.3,150523700,112.49,112.97,112.02
3/4/10,112.641,135516000,112.45,112.8,112.03
3/5/10,114.25,176038600,113.37,114.34,113.1
3/8/10,114.27,114509000,114.26,114.52,114.07
3/9/10,114.46,154340600,113.93,114.99,113.87
3/10/10,114.97,185839000,114.51,115.275,114.41
3/11/10,115.45,160377000,114.7,115.48,114.35
3/12/10,115.46,161859700,115.95,115.97,115.14
3/15/10,115.49,146525400,115.26,115.575,114.6
3/16/10,116.41,168533300,115.81,116.52,115.49
3/17/10,117.1,177130700,116.76,117.48,116.4198
3/18/10,117.0375,196293000,117.11,117.27,116.57
3/19/10,115.97,225478300,116.96,117.293,115.52
3/22/10,116.5925,184070400,115.31,116.8,115.24
3/23/10,117.41,182598300,116.76,117.51,116.38
3/24/10,116.84,191154700,116.97,117.4264,115.58
3/25/10,116.65,222757400,117.63,118.1666,116.51
3/26/10,116.582,205608400,116.87,117.42,116.12
3/29/10,117.32,134244600,117.1699,117.53,116.6886
3/30/10,117.4,145679900,117.46,117.83,116.91
3/31/10,117,160870200,116.95,117.52,116.61
4/1/10,117.8,161056900,117.8,118.25,117.1
4/5/10,118.76,105614000,118.25,118.84,117.92
4/6/10,119.04,110182400,118.42,119.25,118.29
4/7/10,118.36,184416600,118.8,119.3567,117.81
4/8/10,118.7725,158465200,117.95,118.97,117.6
4/9/10,119.55,132635100,119.02,119.6,118.8
4/12/10,119.74,110188000,119.7,120.05,119.56
4/13/10,119.83,124954500,119.62,120.04,119
4/14/10,121.19,160140900,120.27,121.19,120.08
4/15/10,121.29,144448700,120.99,121.5654,120.95
4/16/10,119.36,364325500,120.86,121.285,118.75
4/19/10,119.81,217574200,119.01,119.93,118.47
4/20/10,120.88,157442600,120.56,120.98,119.871
4/21/10,120.66,192774000,120.95,121.23,119.99
4/22/10,121.02,239011900,119.81,121.17,119.12
4/23/10,121.8125,177208400,120.94,121.86,120.63
4/26/10,121.35,143312400,121.85,122.12,121.23
4/27/10,118.48,354853700,120.65,121.3346,118.25
4/28/10,119.38,300484300,119.05,119.68,118.27
4/29/10,120.8575,193616000,120.1,121.11,120.07
4/30/10,118.8125,269823100,120.88,121.01,118.78
5/3/10,120.35,182589100,119.38,120.68,119.2
5/4/10,117.52,359946000,119.01,119.03,116.92
5/5/10,116.82,328918100,116.56,117.8,115.97
5/6/10,112.942,636110600,116.26,117,105
5/7/10,111.26,636646500,112.64,113.77,109.41
5/10/10,116.16,395889300,115.81,116.65,114.91
5/11/10,115.83,314167300,115.07,117.36,114.91
5/12/10,117.45,235276200,116.29,117.62,116.09
5/13/10,115.99,234274000,117.13,117.68,115.89
5/14/10,113.89,345411800,115.12,115.33,112.87
5/17/10,113.95,325675700,114.2,114.52,111.77
5/18/10,112.4,359962000,114.88,115.22,112.03
5/19/10,111.76,394299200,111.77,112.77,110.36
5/20/10,107.54,526825300,109.38,109.89,107.47
5/21/10,109.115,500570100,105.91,109.38,105.3612
5/24/10,107.71,268944400,108.52,109.39,107.61
5/25/10,107.818,395592100,105.11,107.87,104.38
5/26/10,107.17,348589200,108.48,109.47,106.85
5/27/10,110.76,300322900,109.19,110.8,108.7801
5/28/10,109.369,297247700,110.64,110.724,108.85
6/1/10,107.53,277218100,108.35,109.95,107.37
6/2/10,110.33,239971300,108.08,110.34,107.5091
6/3/10,110.71,226433600,110.65,111.06,109.58
6/4/10,106.82,395144300,108.61,109.33,106.465
6/7/10,105.49,264297100,107.2,107.61,105.41
6/8/10,106.62,357464300,105.57,106.83,104.65
6/9/10,106.05,267733000,107.24,108.28,105.6
6/10/10,109.15,317628700,107.86,109.28,106.0426
6/11/10,109.68,215029800,108.19,109.75,108.12
6/14/10,109.509,206915100,110.52,111.12,109.4
6/15/10,112,237627200,110.28,112.1,110.09
6/16/10,111.96,216047200,111.42,112.42,111.2
6/17/10,112.14,263023200,112.28,112.33,111.05
6/18/10,111.729,173745700,111.83,112.13,111.37
6/21/10,111.41,212533600,113.12,113.2,110.79
6/22/10,109.57,238681300,111.41,111.9,109.41
6/23/10,109.23,254488900,109.64,110.03,108.48
6/24/10,107.42,265929500,108.69,108.83,107.14
6/25/10,107.8675,237589600,107.74,108.42,106.77
6/28/10,107.53,168860700,108.03,108.32,107.14
6/29/10,104.21,373112900,106.02,107.5114,103.55
6/30/10,103.22,283142200,103.92,104.88,102.88
7/1/10,102.76,382583100,103.15,103.49,101.13
7/2/10,102.2,233248900,103.11,103.42,101.62
7/6/10,102.87,255745000,103.64,104.37,101.88
7/7/10,106.1075,253408900,103.13,106.24,103.02
7/8/10,107.16,210591300,107,107.28,105.91
7/9/10,107.96,144916800,107.13,107.97,106.93
7/12/10,108.03,130931500,107.6,108.24,107.15
7/13/10,109.66,212458800,109.15,110.09,108.93
7/14/10,109.651,184293000,109.31,110.08,108.86
7/15/10,109.68,231540900,109.61,110.06,108.17
7/16/10,106.66,282573200,109.09,109.2059,106.45
7/19/10,107.29,186368900,107.05,107.63,106.22
7/20/10,108.48,257757300,105.87,108.56,105.82
7/21/10,107.07,264321600,109.04,109.07,106.63
7/22/10,109.461,274415000,108.34,109.94,108.33
7/23/10,110.41,221870000,109.24,110.57,108.93
7/26/10,111.56,181958600,110.6,111.67,110.29
7/27/10,111.55,204763900,112.17,112.29,111.11
7/28/10,110.83,162865200,111.32,111.66,110.46
7/29/10,110.29,219964300,111.52,111.82,109.41
7/30/10,110.27,219876800,109.17,110.86,108.98
8/2/10,112.76,188026000,111.99,112.94,111.54
8/3/10,112.22,146423500,112.48,112.77,111.85
8/4/10,112.97,157967500,112.53,113.11,112.16
8/5/10,112.85,140340000,112.25,112.91,112.08
8/6/10,112.392,239586600,111.74,112.57,110.92
8/9/10,112.992,120456100,112.92,113.18,112.32
8/10/10,112.375,242664600,112.03,112.98,111.3701
8/11/10,109.3,272663700,110.65,110.69,109.12
8/12/10,108.63,236334600,107.65,109.02,107.6
8/13/10,108.31,158339200,108.29,108.96,108.18
8/16/10,108.26,147537200,107.57,108.61,107.18
8/17/10,109.59,172087000,109.19,110.39,108.88
8/18/10,109.79,182478900,109.54,110.38,108.91
8/19/10,107.88,265709800,109.22,109.49,107.43
8/20/10,107.53,209498100,107.56,107.9376,106.7499
8/23/10,107.1236,161068800,108.04,108.57,107.07
8/24/10,105.53,280519100,105.95,106.39,104.97
8/25/10,105.94,272157000,104.95,106.34,104.29
8/26/10,105.23,224185700,106.44,106.58,104.88
8/27/10,106.86,272099400,105.89,106.97,104.31
8/30/10,105.311,166857500,106.58,106.91,105.3
8/31/10,105.31,273525800,104.92,105.98,104.49
9/1/10,108.46,267543800,106.73,108.61,106.66
9/2/10,109.47,155829400,108.72,109.49,108.49
9/3/10,110.89,212121100,110.54,110.99,109.95
9/7/10,109.64,141799300,110.37,110.51,109.55
9/8/10,110.41,149873000,109.86,110.85,109.81
9/9/10,110.92,146900200,111.65,111.68,110.62
9/10/10,111.482,127747900,111.12,111.61,110.87
9/13/10,112.72,177802300,112.58,112.95,112.13
9/14/10,112.65,209286800,112.5,113.29,112.08
9/15/10,113.08,168316200,112.32,113.21,111.98
9/16/10,113.05,199753300,112.73,113.12,112.35
9/17/10,112.49,195698600,113.04,113.15,112.18
9/20/10,114.21,214498800,112.88,114.46,112.5216
9/21/10,113.98,268328100,114.3,114.84,113.51
9/22/10,113.42,191143900,113.8,114.44,113.1
9/23/10,112.498,202101500,112.49,113.67,112.18
9/24/10,114.82,210573700,113.75,114.9,113.65
9/27/10,114.27,128488300,114.86,114.99,114.16
9/28/10,114.67,208106400,114.42,115.04,113.18
9/29/10,114.47,179530000,114.38,114.91,114.02
9/30/10,114.13,286889400,115.05,115.79,113.59
10/1/10,114.61,174380700,114.99,115.12,113.93
10/4/10,113.75,165925700,114.37,114.85,113.18
10/5/10,116.04,228110800,114.8,116.32,114.67
10/6/10,116.03,148499300,116.02,116.33,115.56
10/7/10,115.89,164623200,116.5,116.53,115.19
10/8/10,116.5375,177492800,116.05,116.86,115.61
10/11/10,116.65,102914300,116.72,116.97,116.25
10/12/10,117.01,181682500,116.27,117.35,115.65
10/13/10,117.92,193851400,117.66,118.55,117.38
10/14/10,117.46,217276800,117.81,118.01,116.72
10/15/10,117.7,243456600,118.28,118.35,116.76
10/18/10,118.28,140792500,117.74,118.67,117.31
10/19/10,116.73,280250900,117.19,117.85,116.02
10/20/10,117.87,199762000,116.94,118.44,116.87
10/21/10,118.13,221312900,118.4,119.09,117.21
10/22/10,118.347,108114500,118.31,118.53,118
10/25/10,118.7,150835600,119.14,119.76,118.61
10/26/10,118.72,158855800,118.1,118.84,117.87
10/27/10,118.38,189804700,117.89,118.51,117.26
10/28/10,118.4,168278100,119.06,119.11,117.83
10/29/10,118.49,144155000,118.28,118.72,118.07
11/1/10,118.53,173725700,119.07,119.75,117.85
11/2/10,119.475,157895200,119.42,119.75,119.1
11/3/10,119.95,226366000,119.675,120.02,118.45
11/4/10,122.26,214528700,121.28,122.32,119.9724
11/5/10,122.725,180526500,122.34,122.92,122.18
11/8/10,122.49,155514800,122.34,122.69,121.94
11/9/10,121.61,185953700,122.82,122.95,121.12
11/10/10,122.1,220414000,121.58,122.16,120.66
11/11/10,121.635,157645500,121.05,121.82,120.68
11/12/10,120.198,238913300,120.82,121.35,119.65
11/15/10,120.03,163377400,120.58,121.05,119.98
11/16/10,118.16,299394500,119.29,119.49,117.59
11/17/10,118.218,171985000,118.21,118.71,117.86
11/18/10,119.9575,197299300,119.36,120.39,119.35
11/19/10,120.29,156794700,119.9,120.34,119.25
11/22/10,120.19,181343000,119.69,120.24,118.77
11/23/10,118.4475,221836300,118.77,119.015,117.99
11/24/10,120.2,140008200,119.2,120.23,119.18
11/26/10,118.8,76007700,119.16,119.81,118.8
11/29/10,119.162,223428800,118.5,119.48,117.74
11/30/10,118.4925,233572700,117.98,119.17,117.81
12/1/10,121.01,220794000,120.2,121.24,120.19
12/2/10,122.56,190948100,121.2,122.65,121.13
12/3/10,122.89,151213400,122.14,123.03,122.11
12/6/10,122.76,101753800,122.63,123.04,122.5
12/7/10,122.83,206179600,123.94,124.01,122.76
12/8/10,123.28,137704500,122.98,123.38,122.41
12/9/10,123.76,123112300,123.97,124.02,123.15
12/10/10,124.48,117409300,124.14,124.6,123.73
12/13/10,124.56,133592500,125.05,125.2,124.52
12/14/10,124.67,146992200,124.75,125.23,124.29
12/15/10,124.098,159319300,124.44,124.93,123.89
12/16/10,124.82,178402100,124.18,124.91,123.75
12/17/10,124.3,140557000,124.08,124.46,123.82
12/20/10,124.6,118795400,124.64,124.9,123.98
12/21/10,125.39,94816960,124.99,125.47,124.87
12/22/10,125.78,78811740,125.48,125.82,125.41
12/23/10,125.6,70050250,125.64,125.78,125.29
12/27/10,125.65,58059910,125.13,125.77,125.04
12/28/10,125.83,55256460,125.9,125.95,125.5
12/29/10,125.92,57959510,125.98,126.2,125.9
12/30/10,125.72,76585180,125.8,126.13,125.53
12/31/10,125.75,91196460,125.53,125.87,125.33
1/3/11,127.05,138477500,126.71,127.6,125.6969
1/4/11,126.98,137160400,127.33,127.37,126.19
1/5/11,127.64,133827900,126.58,127.725,126.46
1/6/11,127.39,122386600,127.69,127.83,127.01
1/7/11,127.14,155950000,127.56,127.77,126.15
1/10/11,126.98,122187700,126.58,127.16,126.2
1/11/11,127.43,110121300,127.44,127.74,126.95
1/12/11,128.58,107330200,128.21,128.72,127.4621
1/13/11,128.3675,128943400,128.63,128.69,128.05
1/14/11,129.3,117553100,128.19,129.33,128.1
1/18/11,129.52,114223100,129.18,129.64,129.03
1/19/11,128.25,151490400,129.41,129.5357,127.91
1/20/11,128.08,175493400,127.96,128.4,127.13
1/21/11,128.37,151309000,128.88,129.17,128.23
1/24/11,129.1,113613100,128.285,129.25,128.26
1/25/11,129.17,167352500,128.76,129.28,128.11
1/26/11,129.67,141101900,129.49,130.05,129.23
1/27/11,129.99,123184500,129.7,130.21,129.47
1/28/11,127.72,295344900,130.14,130.35,127.51
1/31/11,128.68,149034400,128.07,128.78,127.75
2/1/11,130.74,166860100,129.46,130.97,129.3801
2/2/11,130.485,117607900,130.4,130.84,130.33
2/3/11,130.78,145645700,130.26,130.98,129.57
2/4/11,131.15,134477500,130.83,131.2,130.23
2/7/11,131.97,112263800,131.44,132.4,131.43
2/8/11,132.57,98754150,132.09,132.64,131.73
2/9/11,132.269,146252300,132.21,132.63,131.61
2/10/11,132.321,162453800,131.6,132.47,131.3
2/11/11,133.11,137656300,131.8,133.28,131.77
2/14/11,133.43,101452300,133.03,133.54,132.88
2/15/11,133.01,119424200,133.02,133.22,132.3167
2/16/11,133.85,130987300,133.46,134.01,133.19
2/17/11,134.25,109751600,133.46,134.43,133.34
2/18/11,134.53,129652800,134.37,134.69,134.06
2/22/11,131.83,232766100,133.12,134.5615,131.47
2/23/11,131.02,227015400,131.75,132.07,130.21
2/24/11,130.93,260046200,130.88,131.44,129.7
2/25/11,132.33,141469100,131.48,132.41,131.4
2/28/11,133.15,141282500,132.82,133.32,132.38
3/1/11,130.93,253563500,133.57,133.69,130.89
3/2/11,131.21,200057300,130.75,131.82,130.35
3/3/11,133.47,175890100,132.4,133.62,132.39
3/4/11,132.47,276896300,133.37,133.63,131.6
3/7/11,131.43,216539600,132.86,133.1594,130.735
3/8/11,132.58,174388900,131.64,133,131.07
3/9/11,132.39,153720600,132.32,132.8,131.6
3/10/11,129.9375,300506500,131,131.18,129.81
3/11/11,130.84,225278700,129.52,131.31,129.49
3/14/11,130.05,234912000,129.99,130.48,129.06
3/15/11,128.56,357883500,126.59,129.33,126.5
3/16/11,126.175,464759800,128.15,128.57,125.28
3/17/11,127.85,253903500,128,128.39,127.1
3/18/11,127.76,229481500,128.84,128.88,127.51
3/21/11,129.74,153776100,129.35,130.01,129.2
3/22/11,129.29,129565900,129.72,129.89,129.17
3/23/11,129.66,148170300,128.93,130,128.32
3/24/11,130.9,158099900,130.4,131.09,129.67
3/25/11,131.3,155601000,131.24,131.87,130.8921
3/28/11,130.98,108855400,131.58,131.92,130.94
3/29/11,131.86,129190100,130.87,131.9,130.44
3/30/11,132.77,135610700,132.55,133.16,132.36
3/31/11,132.59,132523500,132.6,132.96,132.45
4/1/11,133.15,153898300,133.41,133.77,132.83
4/4/11,133.26,100632800,133.43,133.67,132.88
4/5/11,133.24,120765600,133,133.83,132.94
4/6/11,133.66,120211800,133.88,134,133.12
4/7/11,133.32,170820700,133.42,133.9775,132.66
4/8/11,132.86,147765800,133.91,133.99,132.31
4/11/11,132.46,121312800,133,133.45,132.14
4/12/11,131.47,161146100,131.72,131.98,130.99
4/13/11,131.46,161915800,132.08,132.18,130.96
4/14/11,131.56,161094600,130.7,131.76,130.27
4/15/11,132.04,168493800,131.8,132.37,131.41
4/18/11,130.56,210499300,130.59,132.0301,129.51
4/19/11,131.31,124077800,130.76,131.35,130.44
4/20/11,133.1,155613800,132.88,133.39,132.79
4/21/11,133.78,136120600,133.79,133.84,133.1046
4/25/11,133.64,65231070,133.68,133.86,133.2
4/26/11,134.791,146589400,134.05,135.06,133.91
4/27/11,135.67,143039500,135.05,135.87,134.5
4/28/11,136.11,124665300,135.43,136.29,135.41
4/29/11,136.43,114919200,136.16,136.57,135.98
5/2/11,136.22,126156800,137.07,137.18,135.95
5/3/11,135.73,138106700,135.96,136.19,135.045
5/4/11,134.83,182550000,135.67,135.73,134.23
5/5/11,133.61,226718400,134.08,134.95,133.02
5/6/11,134.2,222789900,134.94,135.63,133.22
5/9/11,134.72,113876600,134.19,135.11,133.98
5/10/11,135.87,114684600,135.17,136.11,135
5/11/11,134.44,193466800,135.67,135.69,133.82
5/12/11,135.08,170952100,134.08,135.36,133.39
5/13/11,134.04,157362900,135.15,135.34,133.56
5/16/11,133.19,141536500,133.56,134.61,132.97
5/17/11,133.17,192750300,132.69,133.35,132.12
5/18/11,134.36,134986100,133.24,134.5,132.95
5/19/11,134.68,118653200,134.8,135.03,133.94
5/20/11,133.61,182411000,134.33,134.6781,133.36
5/23/11,132.06,168345700,131.98,133.6475,131.59
5/24/11,131.95,147089300,132.44,132.73,131.7
5/25/11,132.39,150861000,131.42,132.94,131.38
5/26/11,133,164861400,132.03,133.24,131.78
5/27/11,133.51,120766100,133.37,133.87,132.9588
5/31/11,134.9,164326700,134.77,134.92,133.84
6/1/11,131.87,232429200,134.51,134.9234,131.76
6/2/11,131.73,200269800,131.96,132.24,130.96
6/3/11,130.42,234411100,130.15,131.42,130.08
6/6/11,129.045,178992100,130.09,130.36,128.87
6/7/11,128.96,161373600,129.7,130.07,128.85
6/8/11,128.42,197686000,128.76,129.19,128.18
6/9/11,129.4,160664200,128.77,129.93,128.46
6/10/11,127.6,238398200,128.85,128.93,127.26
6/13/11,127.7,184385700,127.89,128.24,127.05
6/14/11,129.32,160112000,128.87,129.77,128.82
6/15/11,127.02,300356400,128.24,129.2991,126.68
6/16/11,127.3,307669600,127.06,127.97,126.32
6/17/11,127.05,233188200,127.93,127.94,126.62
6/20/11,127.7,159290000,126.62,127.97,126.58
6/21/11,129.45,190659800,128.36,129.7,127.7535
6/22/11,128.67,176105700,129.05,129.81,128.59
6/23/11,128.301,333582300,127.16,128.6361,126.19
6/24/11,126.81,225779100,128.27,128.37,126.62
6/27/11,127.94,166298800,126.89,128.43,126.64
6/28/11,129.61,165147700,128.45,129.63,128.27
6/29/11,130.72,243852700,130.2,130.93,129.6321
6/30/11,131.97,215826000,131.14,132.18,130.705
7/1/11,133.92,201919900,132.09,134.1,131.78
7/5/11,133.81,165915500,133.78,134.08,133.39
7/6/11,133.97,143118700,133.49,134.14,133.11
7/7/11,135.36,169802100,135.16,135.7,134.88
7/8/11,134.4,193840900,133.83,135.3558,133.39
7/11/11,131.97,194942700,132.75,133.18,131.66
7/12/11,131.4,213850000,131.69,132.78,131.36
7/13/11,131.84,201661800,132.09,133.22,131.519
7/14/11,130.93,225382300,132.17,132.78,130.68
7/15/11,131.69,218171400,131.66,131.87,130.77
7/18/11,130.61,196392500,131.08,131.28,129.63
7/19/11,132.73,165833100,131.34,132.89,131.31
7/20/11,132.65,135679500,133.07,133.15,132.42
7/21/11,134.49,248412000,133.4,134.82,132.6693
7/22/11,134.58,125200600,134.52,134.72,133.76
7/25/11,133.83,136121900,133.3,134.49,133.16
7/26/11,133.33,130636700,133.74,133.96,133.03
7/27/11,130.6,247802000,132.59,132.63,130.43
7/28/11,130.22,207285100,130.6,131.77,130.01
7/29/11,129.33,306481800,128.91,130.55,127.9667
8/1/11,128.78,324527900,130.84,130.96,127.53
8/2/11,125.49,344692700,127.81,128.5,125.49
8/3/11,126.17,370272600,125.66,126.31,123.53
8/4/11,120.26,518984600,124.42,124.62,120.06
8/5/11,120.08,654597400,121.76,122.07,116.86
8/8/11,112.26,693219500,116.91,120.1218,112.02
8/9/11,117.48,709322800,114.07,117.64,110.27
8/10/11,112.29,620373200,115.26,116.28,111.95
8/11/11,117.33,486869900,113.26,118.92,112.317
8/12/11,118.12,313505600,118.4,119.215,117.28
8/15/11,120.62,258268200,119.19,120.74,119
8/16/11,119.59,293365600,119.47,120.69,118.31
8/17/11,119.67,237695100,120.25,121.2,118.72
8/18/11,114.51,510263800,116.5,119.714,113.39
8/19/11,112.64,429789500,112.96,115.88,112.5
8/22/11,112.73,274648000,115.17,115.23,112.41
8/23/11,116.44,329949100,113.15,116.5665,112.58
8/24/11,118.08,244724600,116.19,118.24,115.92
8/25/11,116.28,311772100,118.73,119.4,115.87
8/26/11,117.97,314263100,115.69,118.51,113.85
8/29/11,121.36,190421200,119.56,121.43,118.0569
8/30/11,121.68,240841400,120.83,122.43,119.26
8/31/11,122.22,301469000,122.46,123.51,121.3
9/1/11,120.94,254185900,122.29,123.4,120.78
9/2/11,117.85,255083700,118.42,120.8726,117.43
9/6/11,116.99,284868300,114.39,117.16,114.38
9/7/11,120.29,209422800,118.76,120.34,118.36
9/8/11,119.04,249493100,119.57,120.94,118.77
9/9/11,115.92,379729700,117.68,119.057,115.28
9/12/11,116.67,303936700,114.47,116.76,114.05
9/13/11,117.74,272007100,117.05,118.18,116.22
9/14/11,119.37,317655300,118.34,120.8,116.72
9/15/11,121.43,325802500,120.65,121.47,119.4034
9/16/11,121.521,283849400,121.29,121.97,120.32
9/19/11,120.31,238772800,119.53,120.93,118.72
9/20/11,120.17,218306000,120.82,121.99,120.01
9/21/11,116.63,314575900,120.23,120.6,116.44
9/22/11,112.86,512399100,113.25,114.21,111.3
9/23/11,113.54,306050400,112.11,114.16,112.02
9/26/11,116.24,260225400,114.61,116.4,112.98
9/27/11,117.54,311200200,118.53,119.56,116.84
9/28/11,115.145,286028000,117.78,118.49,114.97
9/29/11,116.05,297617500,117.05,117.63,113.93
9/30/11,113.15,288186000,114.45,115.45,113.07
10/3/11,109.93,364175600,112.49,113.95,109.81
10/4/11,112.34,458136200,108.35,112.58,107.43
10/5/11,114.42,283424800,112.62,114.72,111.58
10/6/11,116.49,257284700,114.36,116.66,113.51
10/7/11,115.71,312013600,117.17,117.245,115.06
10/10/11,119.58,230082800,117.68,119.63,117.67
10/11/11,119.7,208660500,118.87,120.04,118.75
10/12/11,120.75,281282700,120.6,122.14,120.33
10/13/11,120.51,211910100,120.04,120.87,119.12
10/14/11,122.57,211009300,121.91,122.6,121.23
10/17/11,120.23,201591300,121.99,122.5492,119.93
10/18/11,122.58,318038100,120.14,123.5,119.2
10/19/11,121.13,226358600,122.38,123.08,120.71
10/20/11,121.66,261787200,121.43,122.1,119.82
